:START_ID(Health-ID),:END_ID(Health-ID),:TYPE
R6187,sR11908,治疗方法
R6187,sR11909,高发人群
R1755,sR11910,类别
R1755,sR11911,地址
R1755,sR11912,地理位置
R3015,sR11913,类别
R3015,sR11914,地址
R3015,sR11915,地理位置
R3012,sR11916,类别
R3012,sR11917,地址
R3012,sR11918,地理位置
R4331,sR11919,定义
R2487,sR11920,类别
R2487,sR11921,地址
R2487,sR11922,地理位置
R1299,sR11923,类别
R1299,sR11924,地址
R1299,sR11925,地理位置
R5445,sR11926,类别
R5445,sR11927,地址
R5445,sR11928,地理位置
R5057,sR11929,类别
R5057,sR11930,地址
R5057,sR11931,地理位置
R5925,sR11932,类别
R5925,sR11933,地址
R5925,sR11934,地理位置
R5629,sR11935,类别
R5629,sR11936,地址
R5629,sR11937,地理位置
R4427,sR11938,类别
R4427,sR11939,地址
R4427,sR11940,地理位置
R373,sR11941,类别
R373,sR11942,地址
R373,sR11943,地理位置
R6958,R1231,涉及症状
R6958,R1833,涉及症状
R6958,R6877,涉及症状
R6958,R1627,涉及症状
R6958,sR11944,起因
R6958,R6474,涉及疾病
R6958,R6483,涉及疾病
R6958,sR11945,诊断
R6958,sR11946,预防
R6958,sR11947,简介概述
R5189,sR11948,类别
R5189,sR11949,地址
R5189,sR11950,地理位置
R6367,R3272,涉及检查
R2458,sR11951,类别
R2458,sR11952,地址
R2458,sR11953,地理位置
R4040,sR11954,类别
R4040,sR11955,地址
R4040,sR11956,地理位置
R3618,sR11957,类别
R3618,sR11958,地址
R3618,sR11959,地理位置
R3879,sR11960,类别
R3879,sR11961,地址
R3879,sR11962,地理位置
R4172,sR11963,类别
R4172,sR11964,地址
R4172,sR11965,地理位置
R6779,R6746,涉及症状
R6779,R6797,涉及症状
R6779,R7105,涉及症状
R6779,R6816,涉及症状
R6779,sR11966,起因
R6779,R273,涉及检查
R6779,sR11967,诊断
R6779,sR11968,预防
R6779,sR11969,简介概述
R3165,sR11970,类别
R3165,sR11971,地址
R3165,sR11972,地理位置
R4080,sR11973,类别
R4080,sR11974,地址
R4080,sR11975,地理位置
R412,sR11976,类别
R412,sR11977,地址
R412,sR11978,地理位置
R559,sR11979,类别
R559,sR11980,地址
R559,sR11981,地理位置
R6221,R3900,科室
R6221,R6615,涉及症状
R6221,sR11982,ICD10编码
R6221,sR11983,饮食禁忌
R6221,sR11984,并发症
R6221,sR11985,发病机制
R6221,sR11986,一般治疗
R6221,sR11987,发病部位
R6221,sR11988,诊断
R6221,sR11989,预防
R6221,sR11990,预后
R6221,sR11991,随访
R6221,sR11992,简介概述
R6221,sR11993,药物治疗
R6221,sR11994,治疗方法
R6221,sR11995,高发人群
R5635,sR11996,类别
R5635,sR11997,地址
R5635,sR11998,地理位置
R1206,sR11999,类别
R1206,sR12000,地址
R1206,sR12001,地理位置
R4659,R3691,科室
R4659,sR12002,ICD10编码
R4659,sR12003,饮食禁忌
R4659,sR12004,并发症
R4659,sR12005,发病机制
R4659,sR12006,一般治疗
R4659,sR12007,发病部位
R4659,sR12008,诊断
R4659,sR12009,预防
R4659,sR12010,预后
R4659,sR12011,随访
R4659,sR12012,简介概述
R4659,sR12013,药物治疗
R4659,sR12014,治疗方法
R4659,sR12015,高发人群
R5509,sR12016,类别
R5509,sR12017,地址
R5509,sR12018,地理位置
R3650,sR12019,类别
R3650,sR12020,地址
R3650,sR12021,地理位置
R7105,R6981,涉及症状
R7105,R6851,涉及症状
R7105,R6703,涉及症状
R7105,R7080,涉及症状
R7105,R6731,涉及症状
R7105,R6796,涉及症状
R7105,R6788,涉及症状
R7105,R6599,涉及症状
R7105,R2817,涉及症状
R7105,sR12022,起因
R7105,R6233,涉及疾病
R7105,R6368,涉及疾病
R7105,R6185,涉及疾病
R7105,R273,涉及检查
R7105,sR12023,诊断
R7105,sR12024,预防
R7105,sR12025,简介概述
R7054,R7099,涉及症状
R7054,R6695,涉及症状
R7054,R7000,涉及症状
R7054,R6615,涉及症状
R7054,R7033,涉及症状
R7054,R6774,涉及症状
R7054,R7047,涉及症状
R7054,sR12026,起因
R7054,R6321,涉及疾病
R7054,R6226,涉及疾病
R7054,R790,涉及检查
R7054,sR12027,诊断
R7054,sR12028,预防
R7054,sR12029,简介概述
R5001,sR12030,类别
R5001,sR12031,地址
R5001,sR12032,地理位置
R256,sR12033,类别
R256,sR12034,地址
R256,sR12035,地理位置
R6076,sR12036,类别
R6076,sR12037,地址
R6076,sR12038,地理位置
R6635,R6598,涉及症状
R6635,R6638,涉及症状
R6635,R6599,涉及症状
R6635,R6633,涉及症状
R6635,R6874,涉及症状
R6635,R6835,涉及症状
R6635,R6703,涉及症状
R6635,R7037,涉及症状
R6635,R6930,涉及症状
R6635,R7068,涉及症状
R6635,sR12039,起因
R6635,R6356,涉及疾病
R6635,R6305,涉及疾病
R6635,R6299,涉及疾病
R6635,R6279,涉及疾病
R6635,R3031,涉及检查
R6635,sR12040,诊断
R6635,sR12041,预防
R6635,sR12042,简介概述
R3250,sR12043,类别
R3250,sR12044,地址
R3250,sR12045,地理位置
R3698,sR12046,类别
R3698,sR12047,地址
R3698,sR12048,地理位置
R3296,sR12049,类别
R3296,sR12050,地址
R3296,sR12051,地理位置
R2914,sR12052,类别
R2914,sR12053,地址
R2914,sR12054,地理位置
R5691,sR12055,类别
R5691,sR12056,地址
R5691,sR12057,地理位置
R4450,sR12058,类别
R4450,sR12059,地址
R4450,sR12060,地理位置
R2979,sR12061,类别
R2979,sR12062,地址
R2979,sR12063,地理位置
R6330,R3691,科室
R6330,R6659,涉及症状
R6330,sR12064,ICD10编码
R6330,sR12065,饮食禁忌
R6330,sR12066,并发症
R6330,sR12067,发病机制
R6330,sR12068,一般治疗
R6330,sR12069,发病部位
R6330,sR12070,诊断
R6330,sR12071,预防
R6330,sR12072,预后
R6330,sR12073,简介概述
R6330,sR12074,治疗方法
R6330,sR12075,高发人群
R386,sR12076,类别
R386,sR12077,地址
R386,sR12078,地理位置
R1763,sR12079,类别
R1763,sR12080,地址
R1763,sR12081,地理位置
R5453,sR12082,类别
R5453,sR12083,地址
R5453,sR12084,地理位置
R4084,sR12085,类别
R4084,sR12086,地址
R4084,sR12087,地理位置
R5488,sR12088,类别
R5488,sR12089,地址
R5488,sR12090,地理位置
R5226,sR12091,类别
R5226,sR12092,地址
R5226,sR12093,地理位置
R2093,sR12094,类别
R2093,sR12095,地址
R2093,sR12096,地理位置
R6195,R4507,科室
R6195,R6979,涉及症状
R6195,R6679,涉及症状
R6195,sR12097,ICD10编码
R6195,sR12098,饮食禁忌
R6195,sR12099,并发症
R6195,sR12100,发病机制
R6195,sR12101,一般治疗
R6195,sR12102,发病部位
R6195,sR12103,诊断
R6195,sR12104,预防
R6195,sR12105,预后
R6195,sR12106,随访
R6195,sR12107,简介概述
R6195,sR12108,药物治疗
R6195,sR12109,治疗方法
R6195,sR12110,高发人群
R5139,sR12111,类别
R5139,sR12112,地址
R5139,sR12113,地理位置
R6488,R4910,科室
R6488,R6618,涉及症状
R6488,sR12114,ICD10编码
R6488,sR12115,饮食禁忌
R6488,sR12116,并发症
R6488,sR12117,发病机制
R6488,sR12118,一般治疗
R6488,sR12119,发病部位
R6488,sR12120,诊断
R6488,sR12121,预防
R6488,sR12122,预后
R6488,sR12123,随访
R6488,sR12124,简介概述
R6488,sR12125,药物治疗
R6488,sR12126,治疗方法
R6488,sR12127,高发人群
R2639,sR12128,类别
R2639,sR12129,地址
R2639,sR12130,地理位置
R5495,sR12131,类别
R5495,sR12132,地址
R5495,sR12133,地理位置
R2335,sR12134,类别
R2335,sR12135,地址
R2335,sR12136,地理位置
R3403,sR12137,类别
R3403,sR12138,地址
R3403,sR12139,地理位置
R3794,sR12140,类别
R3794,sR12141,地址
R3794,sR12142,地理位置
R2338,sR12143,类别
R2338,sR12144,地址
R2338,sR12145,地理位置
R2760,sR12146,类别
R2760,sR12147,地址
R2760,sR12148,地理位置
R1610,sR12149,临床意义
R1610,sR12150,参考值
R1610,sR12151,提示
R1610,R6724,涉及症状
R1610,R6829,涉及症状
R1610,R6738,涉及症状
R1610,R6891,涉及症状
R1610,R7089,涉及症状
R1610,R6922,涉及症状
R1610,R6756,涉及症状
R1610,R6897,涉及症状
R1610,R7074,涉及症状
R1610,R6811,涉及症状
R1610,R7015,涉及症状
R1610,R7063,涉及症状
R1610,R6792,涉及症状
R1610,R6953,涉及症状
R1610,R6886,涉及症状
R1610,R6848,涉及症状
R1610,R6785,涉及症状
R1610,R6968,涉及症状
R1610,R6786,涉及症状
R1610,R6753,涉及症状
R1610,R6989,涉及症状
R1610,R6834,涉及症状
R1610,R6925,涉及症状
R1610,R6781,涉及症状
R1610,R6993,涉及症状
R1610,R6881,涉及症状
R1610,R6801,涉及症状
R1610,R6919,涉及症状
R1610,R7031,涉及症状
R1610,R7028,涉及症状
R1610,R6802,涉及症状
R1610,R7049,涉及症状
R1610,R6817,涉及症状
R1610,R7073,涉及症状
R1610,R6815,涉及症状
R1610,R6812,涉及症状
R1610,R6841,涉及症状
R1610,R6969,涉及症状
R1610,R6697,涉及症状
R1610,R7047,涉及症状
R1610,sR12152,不良反应
R1610,R6536,涉及疾病
R1610,R6430,涉及疾病
R1610,R6358,涉及疾病
R1610,R6178,涉及疾病
R1610,R6528,涉及疾病
R1610,R6517,涉及疾病
R1610,R6533,涉及疾病
R1610,R6408,涉及疾病
R1610,R6347,涉及疾病
R1610,R6335,涉及疾病
R1610,R6234,涉及疾病
R1610,R6298,涉及疾病
R1610,R6374,涉及疾病
R1610,R6394,涉及疾病
R1610,R6581,涉及疾病
R1610,sR12153,是否空腹
R1610,sR12154,注意事项
R1610,sR12155,简介概述
R1610,sR12156,适应症
R1610,sR12157,详细过程
R4834,sR12158,类别
R4834,sR12159,地址
R4834,sR12160,地理位置
R3022,sR12161,类别
R3022,sR12162,地址
R3022,sR12163,地理位置
R6389,R2565,涉及检查
R1172,sR12164,类别
R1172,sR12165,地址
R1172,sR12166,地理位置
R1749,sR12167,类别
R1749,sR12168,地址
R1749,sR12169,地理位置
R4537,sR12170,类别
R4537,sR12171,地址
R4537,sR12172,地理位置
R1242,sR12173,类别
R1242,sR12174,地址
R1242,sR12175,地理位置
R3959,sR12176,类别
R3959,sR12177,地址
R3959,sR12178,地理位置
R1050,sR12179,类别
R1050,sR12180,地址
R1050,sR12181,地理位置
R3628,sR12182,类别
R3628,sR12183,地址
R3628,sR12184,地理位置
R2228,sR12185,类别
R2228,sR12186,地址
R2228,sR12187,地理位置
R1920,sR12188,类别
R1920,sR12189,地址
R1920,sR12190,地理位置
R6790,R7020,涉及症状
R6790,R6994,涉及症状
R6790,R6788,涉及症状
R6790,R7082,涉及症状
R6790,sR12191,起因
R6790,sR12192,诊断
R6790,sR12193,预防
R6790,sR12194,简介概述
R5992,sR12195,类别
R5992,sR12196,地址
R5992,sR12197,地理位置
R2529,sR12198,类别
R2529,sR12199,地址
R2529,sR12200,地理位置
R2054,sR12201,类别
R2054,sR12202,地址
R2054,sR12203,地理位置
R5051,sR12204,类别
R5051,sR12205,地址
R5051,sR12206,地理位置
R845,sR12207,类别
R845,sR12208,地址
R845,sR12209,地理位置
R2568,sR12210,类别
R2568,sR12211,地址
R2568,sR12212,地理位置
R6872,R6710,涉及症状
R6872,R6797,涉及症状
R6872,R6694,涉及症状
R6872,sR12213,起因
R6872,sR12214,诊断
R6872,sR12215,预防
R6872,sR12216,简介概述
R419,sR12217,类别
R419,sR12218,地址
R419,sR12219,地理位置
R1220,sR12220,类别
R1220,sR12221,地址
R1220,sR12222,地理位置
R2430,sR12223,类别
R2430,sR12224,地址
R2430,sR12225,地理位置
R5418,sR12226,类别
R5418,sR12227,地址
R5418,sR12228,地理位置
R123,sR12229,类别
R123,sR12230,地址
R123,sR12231,地理位置
R1649,sR12232,类别
R1649,sR12233,地址
R1649,sR12234,地理位置
R5458,sR12235,类别
R5458,sR12236,地址
R5458,sR12237,地理位置
R5515,sR12238,类别
R5515,sR12239,地址
R5515,sR12240,地理位置
R6670,R6976,涉及症状
R6670,R7100,涉及症状
R6670,R6999,涉及症状
R6670,R6080,涉及症状
R6670,R6721,涉及症状
R6670,R6772,涉及症状
R6670,R6013,涉及症状
R6670,R6921,涉及症状
R6670,sR12241,起因
R6670,R6316,涉及疾病
R6670,R6319,涉及疾病
R6670,R6260,涉及疾病
R6670,sR12242,诊断
R6670,sR12243,预防
R6670,sR12244,简介概述
R344,sR12245,类别
R344,sR12246,地址
R344,sR12247,地理位置
R2304,sR12248,类别
R2304,sR12249,地址
R2304,sR12250,地理位置
R6061,sR12251,类别
R6061,sR12252,地址
R6061,sR12253,地理位置
R2352,sR12254,类别
R2352,sR12255,地址
R2352,sR12256,地理位置
R4867,sR12257,类别
R4867,sR12258,地址
R4867,sR12259,地理位置
R1681,sR12260,类别
R1681,sR12261,地址
R1681,sR12262,地理位置
R3504,sR12263,类别
R3504,sR12264,地址
R3504,sR12265,地理位置
R1750,sR12266,类别
R1750,sR12267,地址
R1750,sR12268,地理位置
R6108,sR12269,类别
R6108,sR12270,地址
R6108,sR12271,地理位置
R4345,sR12272,类别
R4345,sR12273,地址
R4345,sR12274,地理位置
R2309,sR12275,类别
R2309,sR12276,地址
R2309,sR12277,地理位置
R1971,sR12278,类别
R1971,sR12279,地址
R1971,sR12280,地理位置
R5531,sR12281,类别
R5531,sR12282,地址
R5531,sR12283,地理位置
R2944,sR12284,类别
R2944,sR12285,地址
R2944,sR12286,地理位置
R2779,sR12287,类别
R2779,sR12288,地址
R2779,sR12289,地理位置
R889,sR12290,类别
R889,sR12291,地址
R889,sR12292,地理位置
R4516,sR12293,类别
R4516,sR12294,地址
R4516,sR12295,地理位置
R6608,sR12296,起因
R6608,sR12297,诊断
R6608,sR12298,预防
R6608,sR12299,简介概述
R4856,sR12300,类别
R4856,sR12301,地址
R4856,sR12302,地理位置
R5156,sR12303,类别
R5156,sR12304,地址
R5156,sR12305,地理位置
R3734,sR12306,类别
R3734,sR12307,地址
R3734,sR12308,地理位置
R2320,sR12309,类别
R2320,sR12310,地址
R2320,sR12311,地理位置
R4700,sR12312,类别
R4700,sR12313,地址
R4700,sR12314,地理位置
R5427,sR12315,类别
R5427,sR12316,地址
R5427,sR12317,地理位置
R2739,sR12318,类别
R2739,sR12319,地址
R2739,sR12320,地理位置
R3538,sR12321,类别
R3538,sR12322,地址
R3538,sR12323,地理位置
R3584,sR12324,类别
R3584,sR12325,地址
R3584,sR12326,地理位置
R1267,sR12327,类别
R1267,sR12328,地址
R1267,sR12329,地理位置
R4784,sR12330,类别
R4784,sR12331,地址
R4784,sR12332,地理位置
R6850,R6936,涉及症状
R6850,R7083,涉及症状
R6850,R7080,涉及症状
R6850,R6901,涉及症状
R6850,R6861,涉及症状
R6850,R7029,涉及症状
R6850,R6013,涉及症状
R6850,R7103,涉及症状
R6850,sR12333,起因
R6850,R6312,涉及疾病
R6850,R6556,涉及疾病
R6850,R6241,涉及疾病
R6850,sR12334,诊断
R6850,sR12335,预防
R6850,sR12336,简介概述
R2111,sR12337,类别
R2111,sR12338,地址
R2111,sR12339,地理位置
R6250,R5602,科室
R6250,R6664,涉及症状
R6250,sR12340,ICD10编码
R6250,sR12341,饮食禁忌
R6250,sR12342,并发症
R6250,sR12343,发病机制
R6250,sR12344,一般治疗
R6250,sR12345,发病部位
R6250,sR12346,诊断
R6250,sR12347,预防
R6250,sR12348,预后
R6250,sR12349,随访
R6250,sR12350,简介概述
R6250,sR12351,治疗方法
R6250,sR12352,高发人群
R6736,R7082,涉及症状
R6736,R6616,涉及症状
R6736,R6836,涉及症状
R6736,R6816,涉及症状
R6736,R6732,涉及症状
R6736,sR12353,起因
R6736,R2301,涉及检查
R6736,sR12354,诊断
R6736,sR12355,预防
R6736,sR12356,简介概述
R5,sR12357,类别
R5,sR12358,地址
R5,sR12359,地理位置
R6166,R2301,涉及检查
R4263,sR12360,类别
R4263,sR12361,地址
R4263,sR12362,地理位置
R1008,sR12363,类别
R1008,sR12364,地址
R1008,sR12365,地理位置
R721,sR12366,类别
R721,sR12367,地址
R721,sR12368,地理位置
R1885,sR12369,类别
R1885,sR12370,地址
R1885,sR12371,地理位置
R3754,R6791,涉及症状
R3754,sR12372,起因
R3754,R6257,涉及疾病
R3754,R6541,涉及疾病
R3754,R6336,涉及疾病
R3754,sR12373,诊断
R3754,sR12374,预防
R3754,sR12375,简介概述
R5772,sR12376,类别
R5772,sR12377,地址
R5772,sR12378,地理位置
R6712,R1833,涉及症状
R6712,R7033,涉及症状
R6712,R6794,涉及症状
R6712,R6737,涉及症状
R6712,R6907,涉及症状
R6712,sR12379,起因
R6712,R5512,涉及检查
R6712,sR12380,诊断
R6712,sR12381,预防
R6712,sR12382,简介概述
R2921,sR12383,类别
R2921,sR12384,地址
R2921,sR12385,地理位置
R4857,sR12386,类别
R4857,sR12387,地址
R4857,sR12388,地理位置
R3063,sR12389,类别
R3063,sR12390,地址
R3063,sR12391,地理位置
R460,sR12392,类别
R460,sR12393,地址
R460,sR12394,地理位置
R2294,sR12395,类别
R2294,sR12396,地址
R2294,sR12397,地理位置
R4844,sR12398,类别
R4844,sR12399,地址
R4844,sR12400,地理位置
R4107,sR12401,类别
R4107,sR12402,地址
R4107,sR12403,地理位置
R4430,sR12404,类别
R4430,sR12405,地址
R4430,sR12406,地理位置
R4017,sR12407,类别
R4017,sR12408,地址
R4017,sR12409,地理位置
R2959,sR12410,类别
R2959,sR12411,地址
R2959,sR12412,地理位置
R504,sR12413,类别
R504,sR12414,地址
R504,sR12415,地理位置
R2022,sR12416,类别
R2022,sR12417,地址
R2022,sR12418,地理位置
R2224,sR12419,类别
R2224,sR12420,地址
R2224,sR12421,地理位置
R5166,sR12422,类别
R5166,sR12423,地址
R5166,sR12424,地理位置
R4460,sR12425,类别
R4460,sR12426,地址
R4460,sR12427,地理位置
R3475,sR12428,类别
R3475,sR12429,地址
R3475,sR12430,地理位置
R2132,sR12431,类别
R2132,sR12432,地址
R2132,sR12433,地理位置
R2454,sR12434,类别
R2454,sR12435,地址
R2454,sR12436,地理位置
R2410,sR12437,类别
R2410,sR12438,地址
R2410,sR12439,地理位置
R2221,sR12440,类别
R2221,sR12441,地址
R2221,sR12442,地理位置
R5760,sR12443,类别
R5760,sR12444,地址
R5760,sR12445,地理位置
R6125,sR12446,类别
R6125,sR12447,地址
R6125,sR12448,地理位置
R5737,sR12449,类别
R5737,sR12450,地址
R5737,sR12451,地理位置
R3636,sR12452,类别
R3636,sR12453,地址
R3636,sR12454,地理位置
R4649,sR12455,类别
R4649,sR12456,地址
R4649,sR12457,地理位置
R3509,sR12458,类别
R3509,sR12459,地址
R3509,sR12460,地理位置
R5778,sR12461,类别
R5778,sR12462,地址
R5778,sR12463,地理位置
R860,sR12464,类别
R860,sR12465,地址
R860,sR12466,地理位置
R4353,sR12467,类别
R4353,sR12468,地址
R4353,sR12469,地理位置
R2010,sR12470,类别
R2010,sR12471,地址
R2010,sR12472,地理位置
R4449,sR12473,类别
R4449,sR12474,地址
R4449,sR12475,地理位置
R5170,sR12476,类别
R5170,sR12477,地址
R5170,sR12478,地理位置
R94,sR12479,类别
R94,sR12480,地址
R94,sR12481,地理位置
R1258,sR12482,类别
R1258,sR12483,地址
R1258,sR12484,地理位置
R455,sR12485,类别
R455,sR12486,地址
R455,sR12487,地理位置
R6867,R6788,涉及症状
R6867,R7033,涉及症状
R6867,R6911,涉及症状
R6867,R6962,涉及症状
R6867,R6758,涉及症状
R6867,R7080,涉及症状
R6867,R6823,涉及症状
R6867,sR12488,起因
R6867,R6281,涉及疾病
R6867,sR12489,诊断
R6867,sR12490,预防
R6867,sR12491,简介概述
R863,sR12492,类别
R863,sR12493,地址
R863,sR12494,地理位置
R1325,sR12495,类别
R1325,sR12496,地址
R1325,sR12497,地理位置
R3751,sR12498,类别
R3751,sR12499,地址
R3751,sR12500,地理位置
R2781,sR12501,类别
R2781,sR12502,地址
R2781,sR12503,地理位置
R6572,R2301,涉及检查
R393,sR12504,类别
R393,sR12505,地址
R393,sR12506,地理位置
R4636,sR12507,类别
R4636,sR12508,地址
R4636,sR12509,地理位置
R4356,sR12510,类别
R4356,sR12511,地址
R4356,sR12512,地理位置
R3811,sR12513,类别
R3811,sR12514,地址
R3811,sR12515,地理位置
R2537,sR12516,类别
R2537,sR12517,地址
R2537,sR12518,地理位置
R4753,sR12519,类别
R4753,sR12520,地址
R4753,sR12521,地理位置
R5255,sR12522,类别
R5255,sR12523,地址
R5255,sR12524,地理位置
R702,sR12525,类别
R702,sR12526,地址
R702,sR12527,地理位置
R915,sR12528,类别
R915,sR12529,地址
R915,sR12530,地理位置
R1627,R1833,涉及症状
R1627,R6911,涉及症状
R1627,R6612,涉及症状
R1627,R6853,涉及症状
R1627,R6932,涉及症状
R1627,sR12531,起因
R1627,R6474,涉及疾病
R1627,R6240,涉及疾病
R1627,sR12532,诊断
R1627,sR12533,预防
R1627,sR12534,简介概述
R5743,sR12535,类别
R5743,sR12536,地址
R5743,sR12537,地理位置
R2584,sR12538,类别
R2584,sR12539,地址
R2584,sR12540,地理位置
R5804,sR12541,类别
R5804,sR12542,地址
R5804,sR12543,地理位置
R4286,sR12544,类别
R4286,sR12545,地址
R4286,sR12546,地理位置
R6137,sR12547,类别
R6137,sR12548,地址
R6137,sR12549,地理位置
R4920,sR12550,类别
R4920,sR12551,地址
R4920,sR12552,地理位置
R3886,sR12553,类别
R3886,sR12554,地址
R3886,sR12555,地理位置
R4729,sR12556,类别
R4729,sR12557,地址
R4729,sR12558,地理位置
R4,sR12559,类别
R4,sR12560,地址
R4,sR12561,地理位置
R271,sR12562,类别
R271,sR12563,地址
R271,sR12564,地理位置
R5126,sR12565,类别
R5126,sR12566,地址
R5126,sR12567,地理位置
R1450,sR12568,类别
R1450,sR12569,地址
R1450,sR12570,地理位置
R2804,sR12571,类别
R2804,sR12572,地址
R2804,sR12573,地理位置
R2553,sR12574,类别
R2553,sR12575,地址
R2553,sR12576,地理位置
R5996,sR12577,类别
R5996,sR12578,地址
R5996,sR12579,地理位置
R6811,R1610,涉及检查
R501,sR12580,类别
R501,sR12581,地址
R501,sR12582,地理位置
R1311,sR12583,类别
R1311,sR12584,地址
R1311,sR12585,地理位置
R7104,R6616,涉及症状
R7104,R7029,涉及症状
R7104,R6743,涉及症状
R7104,R7013,涉及症状
R7104,R7073,涉及症状
R7104,sR12586,起因
R7104,R6269,涉及疾病
R7104,R6226,涉及疾病
R7104,R6369,涉及疾病
R7104,sR12587,诊断
R7104,sR12588,预防
R7104,sR12589,简介概述
R3895,sR12590,类别
R3895,sR12591,地址
R3895,sR12592,地理位置
R3629,sR12593,类别
R3629,sR12594,地址
R3629,sR12595,地理位置
R5361,sR12596,类别
R5361,sR12597,地址
R5361,sR12598,地理位置
R1930,sR12599,类别
R1930,sR12600,地址
R1930,sR12601,地理位置
R3925,sR12602,类别
R3925,sR12603,地址
R3925,sR12604,地理位置
R1840,sR12605,类别
R1840,sR12606,地址
R1840,sR12607,地理位置
R1956,sR12608,类别
R1956,sR12609,地址
R1956,sR12610,地理位置
R2482,sR12611,类别
R2482,sR12612,地址
R2482,sR12613,地理位置
R3503,sR12614,类别
R3503,sR12615,地址
R3503,sR12616,地理位置
R6981,R6943,涉及症状
R6981,R7084,涉及症状
R6981,R6793,涉及症状
R6981,R6926,涉及症状
R6981,R6914,涉及症状
R6981,R6794,涉及症状
R6981,R6952,涉及症状
R6981,sR12617,起因
R6981,R6172,涉及疾病
R6981,sR12618,诊断
R6981,sR12619,预防
R6981,sR12620,简介概述
R2867,sR12621,类别
R2867,sR12622,地址
R2867,sR12623,地理位置
R6575,R3900,科室
R6575,R6626,涉及症状
R6575,R6709,涉及症状
R6575,R6953,涉及症状
R6575,sR12624,ICD10编码
R6575,sR12625,饮食禁忌
R6575,sR12626,并发症
R6575,sR12627,发病机制
R6575,sR12628,一般治疗
R6575,sR12629,发病部位
R6575,sR12630,诊断
R6575,sR12631,预防
R6575,sR12632,预后
R6575,sR12633,简介概述
R6575,sR12634,药物治疗
R6575,sR12635,治疗方法
R6575,sR12636,高发人群
R610,sR12637,类别
R610,sR12638,地址
R610,sR12639,地理位置
R3076,sR12640,类别
R3076,sR12641,地址
R3076,sR12642,地理位置
R3920,sR12643,类别
R3920,sR12644,地址
R3920,sR12645,地理位置
R3903,sR12646,类别
R3903,sR12647,地址
R3903,sR12648,地理位置
R719,sR12649,类别
R719,sR12650,地址
R719,sR12651,地理位置
R4374,sR12652,类别
R4374,sR12653,地址
R4374,sR12654,地理位置
R2391,sR12655,类别
R2391,sR12656,地址
R2391,sR12657,地理位置
R570,sR12658,类别
R570,sR12659,地址
R570,sR12660,地理位置
R3738,sR12661,类别
R3738,sR12662,地址
R3738,sR12663,地理位置
R2845,sR12664,类别
R2845,sR12665,地址
R2845,sR12666,地理位置
R6600,R6907,涉及症状
R6600,R6854,涉及症状
R6600,R7086,涉及症状
R6600,R6788,涉及症状
R6600,R7081,涉及症状
R6600,R6879,涉及症状
R6600,R6822,涉及症状
R6600,R6830,涉及症状
R6600,R7075,涉及症状
R6600,sR12667,起因
R6600,R6547,涉及疾病
R6600,R6395,涉及疾病
R6600,sR12668,诊断
R6600,sR12669,预防
R6600,sR12670,简介概述
R656,sR12671,类别
R656,sR12672,地址
R656,sR12673,地理位置
R2657,sR12674,类别
R2657,sR12675,地址
R2657,sR12676,地理位置
R124,sR12677,类别
R124,sR12678,地址
R124,sR12679,地理位置
R4170,sR12680,类别
R4170,sR12681,地址
R4170,sR12682,地理位置
R159,sR12683,类别
R159,sR12684,地址
R159,sR12685,地理位置
R6179,R5908,科室
R6179,sR12686,ICD10编码
R6179,sR12687,饮食禁忌
R6179,sR12688,并发症
R6179,sR12689,发病机制
R6179,sR12690,发病部位
R6179,R2301,涉及检查
R6179,sR12691,预防
R6179,sR12692,简介概述
R6179,sR12693,高发人群
R1442,sR12694,类别
R1442,sR12695,地址
R1442,sR12696,地理位置
R5249,sR12697,类别
R5249,sR12698,地址
R5249,sR12699,地理位置
R1577,sR12700,类别
R1577,sR12701,地址
R1577,sR12702,地理位置
R7010,R7082,涉及症状
R7010,R6598,涉及症状
R7010,R7011,涉及症状
R7010,R6823,涉及症状
R7010,R6911,涉及症状
R7010,R6926,涉及症状
R7010,R6752,涉及症状
R7010,R6788,涉及症状
R7010,R6920,涉及症状
R7010,sR12703,起因
R7010,R2565,涉及检查
R7010,sR12704,诊断
R7010,sR12705,预防
R7010,sR12706,简介概述
R2575,sR12707,类别
R2575,sR12708,地址
R2575,sR12709,地理位置
R6742,R7079,涉及症状
R6742,R1231,涉及症状
R6742,R7082,涉及症状
R6742,R6853,涉及症状
R6742,R7059,涉及症状
R6742,R7033,涉及症状
R6742,sR12710,起因
R6742,R6375,涉及疾病
R6742,sR12711,诊断
R6742,sR12712,预防
R6742,sR12713,简介概述
R3375,sR12714,类别
R3375,sR12715,地址
R3375,sR12716,地理位置
R1765,sR12717,类别
R1765,sR12718,地址
R1765,sR12719,地理位置
R3060,sR12720,类别
R3060,sR12721,地址
R3060,sR12722,地理位置
R5466,sR12723,类别
R5466,sR12724,地址
R5466,sR12725,地理位置
R2566,sR12726,类别
R2566,sR12727,地址
R2566,sR12728,地理位置
R5275,R3134,科室
R5275,sR12729,ICD10编码
R5275,sR12730,饮食禁忌
R5275,sR12731,并发症
R5275,sR12732,发病机制
R5275,sR12733,一般治疗
R5275,sR12734,发病部位
R5275,sR12735,诊断
R5275,sR12736,预防
R5275,sR12737,预后
R5275,sR12738,简介概述
R5275,sR12739,药物治疗
R5275,sR12740,治疗方法
R5275,sR12741,高发人群
R267,sR12742,类别
R267,sR12743,地址
R267,sR12744,地理位置
R3417,sR12745,类别
